 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  0.87181047350168228 , rate =  14094.806581807243  MiB/s
 time =  1.0093656349927187 , rate =  12173.982919567738  MiB/s
 time =  0.97702415473759174 , rate =  12576.966434673563  MiB/s
 time =  0.96577693894505501 , rate =  12723.4348890361  MiB/s
 time =  0.88337966240942478 , rate =  13910.213833182876  MiB/s
 time =  0.97686305269598961 , rate =  12579.040599485299  MiB/s
 time =  0.91298322379589081 , rate =  13459.173925354778  MiB/s
 time =  1.2164077889174223 , rate =  10101.875466397716  MiB/s
 time =  0.9526565708220005 , rate =  12898.66713394659  MiB/s
 time =  0.9396168626844883 , rate =  13077.670791149007  MiB/s
 mintime =  0.87181047350168228 , maxrate =  14094.806581807243  MiB/s
 avgtime =  0.9705884363502264 , avgrate =  12759.583257460092  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  23.567593682557344 , rate =  521.39391766137305  MiB/s
 time =  32.752512529492378 , rate =  375.17732384454865  MiB/s
 time =  25.691665733233094 , rate =  478.28739979693222  MiB/s
 time =  22.586876595392823 , rate =  544.03272396265959  MiB/s
 time =  34.62743210606277 , rate =  354.86316058211395  MiB/s
 time =  21.837645595893264 , rate =  562.69802282673061  MiB/s
 time =  19.774859946221113 , rate =  621.39504570034546  MiB/s
 time =  29.341788662597537 , rate =  418.78837521802876  MiB/s
 time =  38.56606918759644 , rate =  318.62204935192221  MiB/s
 time =  31.778267227113247 , rate =  386.67935895245625  MiB/s
 mintime =  19.774859946221113 , maxrate =  621.39504570034546  MiB/s
 avgtime =  28.052471126616005 , avgrate =  458.19373778971112  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  8.7626999821513891 , rate =  1402.3075108162143  MiB/s
 time =  8.7771958522498608 , rate =  1399.9915470554545  MiB/s
 time =  8.9550868701189756 , rate =  1372.1809936877523  MiB/s
 time =  8.8179497793316841 , rate =  1393.5212047591535  MiB/s
 time =  9.1524713709950447 , rate =  1342.5881930580751  MiB/s
 time =  9.3646749742329121 , rate =  1312.1651348082742  MiB/s
 time =  9.1246180273592472 , rate =  1346.6865093043534  MiB/s
 time =  9.0782441385090351 , rate =  1353.5657129857843  MiB/s
