 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  0.93402115814387798 , rate =  13156.018889785299  MiB/s
 time =  0.9554294478148222 , rate =  12861.232221912438  MiB/s
 time =  1.0873060021549463 , rate =  11301.326375138415  MiB/s
 time =  1.458027420565486 , rate =  8427.8250372233633  MiB/s
 time =  1.0559309143573046 , rate =  11637.124960470665  MiB/s
 time =  1.170612633228302 , rate =  10497.06764748668  MiB/s
 time =  1.0969989318400621 , rate =  11201.469430228706  MiB/s
 time =  1.1834055837243795 , rate =  10383.591364616994  MiB/s
 time =  1.4306196086108685 , rate =  8589.2853180809161  MiB/s
 time =  1.1138429548591375 , rate =  11032.075883223597  MiB/s
 mintime =  0.93402115814387798 , maxrate =  13156.018889785299  MiB/s
 avgtime =  1.1486194655299187 , avgrate =  10908.701712816706  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  21.9365647546947 , rate =  560.16063305309524  MiB/s
 time =  27.986963571980596 , rate =  439.06156408844021  MiB/s
 time =  24.861131869256496 , rate =  494.26550909355234  MiB/s
 time =  26.407942166551948 , rate =  465.31456038872523  MiB/s
 time =  34.172813095152378 , rate =  359.58409293916537  MiB/s
 time =  21.068877262994647 , rate =  583.22993895752711  MiB/s
 time =  34.386427296325564 , rate =  357.35029679320775  MiB/s
 time =  22.842664925381541 , rate =  537.94073678094514  MiB/s
 time =  31.553454058244824 , rate =  389.43438576700549  MiB/s
 time =  19.541434979066253 , rate =  628.81768985560734  MiB/s
 mintime =  19.541434979066253 , maxrate =  628.81768985560734  MiB/s
 avgtime =  26.475827397964899 , avgrate =  481.51594077172717  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  10.199759427458048 , rate =  1204.7342966658946  MiB/s
 time =  8.8543750625103712 , rate =  1387.7885128254479  MiB/s
 time =  9.4575605653226376 , rate =  1299.2779602232242  MiB/s
 time =  10.671526111662388 , rate =  1151.4754189254195  MiB/s
 time =  8.7667581476271152 , rate =  1401.6583773701998  MiB/s
 time =  10.085367891937494 , rate =  1218.3987864065273  MiB/s
 time =  8.9430795758962631 , rate =  1374.0233323115112  MiB/s
 time =  9.0417173802852631 , rate =  1359.0338519972981  MiB/s
