 
 Simple Parallel IO benchmark
 ----------------------------
 
 Running on  768  process(es)
 Process grid is ( 8 ,  8 ,  12 )
 Array size is   ( 128 ,  128 ,  128 )
 Global size is  ( 1024 ,  1024 ,  1536 )
 
 Total amount of data =  12288.  MiB
 
 Clock resolution is  3.70233246945575673E-4 , usecs
 
 ------
 MPI-IO                                                          
 ------
 
 Writing to striped/mpiio.dat                                               
 time =  1.1355726995971054 , rate =  10820.971659815097  MiB/s
 time =  0.89042948791757226 , rate =  13800.08205785915  MiB/s
 time =  0.99201248027384281 , rate =  12386.940935065581  MiB/s
 time =  0.99173668446019292 , rate =  12390.385666421544  MiB/s
 time =  1.0069078435190022 , rate =  12203.698758622395  MiB/s
 time =  0.98366195731796324 , rate =  12492.096404240601  MiB/s
 time =  0.98773535876534879 , rate =  12440.57924114388  MiB/s
 time =  0.83986048400402069 , rate =  14631.001498507427  MiB/s
 time =  0.93150918115861714 , rate =  13191.496389457059  MiB/s
 time =  1.0808513490483165 , rate =  11368.815897597311  MiB/s
 mintime =  0.83986048400402069 , maxrate =  14631.001498507427  MiB/s
 avgtime =  0.98402775260619824 , avgrate =  12572.606850873004  MiB/s
 Deleting: striped/mpiio.dat                                               
 
 Writing to defstriped/mpiio.dat                                            
 time =  7.9318255635444075 , rate =  1549.2019966345549  MiB/s
 time =  7.9293503812514246 , rate =  1549.6855869876047  MiB/s
 time =  10.246455109911039 , rate =  1199.2440183643848  MiB/s
 time =  7.282859374769032 , rate =  1687.2493848461409  MiB/s
 time =  7.6015021789353341 , rate =  1616.5225912914302  MiB/s
 time =  6.8997885405551642 , rate =  1780.9241439464888  MiB/s
 time =  7.5158124268054962 , rate =  1634.9529900685486  MiB/s
 time =  10.406978853279725 , rate =  1180.7461294232839  MiB/s
 time =  7.529657133622095 , rate =  1631.9468180205083  MiB/s
 time =  7.0769405320752412 , rate =  1736.3435434148926  MiB/s
 mintime =  6.8997885405551642 , maxrate =  1780.9241439464888  MiB/s
 avgtime =  8.0421170094748966 , avgrate =  1556.681720299784  MiB/s
 Deleting: defstriped/mpiio.dat                                            
 
 
 ------
  HDF5                                                           
 ------
 
 Writing to striped/hdf5.dat                                                
 time =  9.2505902010016143 , rate =  1328.3476765265752  MiB/s
 time =  9.4181754023302346 , rate =  1304.7113135055561  MiB/s
 time =  8.6632940480485559 , rate =  1418.3981210666541  MiB/s
 time =  9.0344807670917362 , rate =  1360.1224372250886  MiB/s
 time =  9.4667044109664857 , rate =  1298.0229937004528  MiB/s
 time =  11.490051583154127 , rate =  1069.4468959578708  MiB/s
 time =  10.324168312828988 , rate =  1190.2169383204186  MiB/s
 time =  9.2930502216331661 , rate =  1322.2784453908289  MiB/s
